symbol,date,return_1d,return_5d,return_20d,rsi,macd_hist,bb_position,vol_ratio,volatility,label,future_return
TLT,day_50,0.04834430228735087,0.17287912864932675,0.17121174936610606,65.43180685702505,-308.0364622313728,96.67371949339298,0.7898972951842052,0.03437105718593847,-1,-0.06096358844551829
TLT,day_100,0.02694187108358448,-0.12949792671575644,-0.203084096022486,13.3912503401082,-310.0260680431604,-3.88060875134933,0.7983292291438407,0.030967501547698274,-1,-0.042764274594995294
TLT,day_150,-0.03601280141368779,0.058917335116062564,0.2339907245590931,64.12785996387879,-313.6972525753312,78.09242635172859,0.6865397777551713,0.037339870060598655,-1,-0.1481347402427694
TLT,day_200,0.06262754161191997,-0.024644161622845107,0.013455458398241804,40.49626043255449,-281.44010173260205,-1.109815820760771,0.8761002464667874,0.0330664597172436,0,-0.0012804192156436562
TLT,day_250,-0.023943173910002336,-0.06142940299565591,-0.13379238164799567,41.89665176226463,-269.0264642706412,36.29448095163891,1.13431294887208,0.028913007606700042,1,0.05438072941781937
TLT,day_300,0.03250366682394379,0.10709421069490843,-0.019094327023465807,36.04855492012932,-244.38341572948414,41.092279367955,1.3085875361453663,0.03621701117546537,-1,-0.01501058630828644
TLT,day_350,0.06767451219358445,0.15027584624953816,-0.09574386110547861,33.621071123424485,-211.85154498071375,29.807520517923614,0.9996594599171875,0.04008487656379656,-1,-0.022694069352689836
TLT,day_400,-0.018045235772903512,0.09167730432464172,-0.011978020572807058,42.656296840166725,-174.1430895639524,50.611231515772204,1.1701053654447948,0.041885731717229396,-1,-0.07345364365414556
TLT,day_450,-0.028692267559512263,-0.06839935928629692,-0.08379024099572163,59.06891892146532,-134.9782336813355,38.849905500412966,0.9249760107413852,0.031006639342043004,1,0.07518455557238532
TLT,day_50,0.00498259135979362,0.03553406940872916,0.0395108664015289,62.07979886356461,-507.1255075306647,95.01823237672488,1.034842929687218,0.018728711583497436,0,-0.0034570568735897414
TLT,day_100,0.00039843427952379606,-0.038387485250163667,0.10350393829355498,57.17532443882031,-492.61154791952316,45.33073968380148,1.000879560376778,0.02567767457958546,-1,-0.0488572113329458
TLT,day_150,0.01742200604739108,0.017542772512735505,-0.08128774167461339,32.33773398304615,-373.6447605811455,31.88388286132437,0.8401259142635013,0.019297376966625236,1,0.02621085369432097
TLT,day_200,-0.0024556242229153424,0.021655022954031322,0.10111855016317461,60.22375440131352,-373.7077670668168,85.42147359237633,0.5833193298736524,0.01899623180718464,1,0.062190384275851086
TLT,day_250,0.015651911949703834,0.037988444219172246,0.11442303296189227,62.25110686013384,-437.18241372529263,92.22635213644725,1.0039472498700983,0.020806308151600787,1,0.026111125409693917
TLT,day_300,-0.009491312396758378,0.045794568769454314,0.1252890403526914,83.15147862193282,-504.7622733741037,100.55016527634453,1.0819419864739883,0.018773615073551523,0,0.00012391701421868165
TLT,day_350,-0.0017389536657190785,-0.07807010544743531,-0.08398722843354545,32.076886104788755,-527.0846694342687,-3.928918624983323,1.3692567550394477,0.01772194272960545,0,-0.005415849126743662
TLT,day_400,0.009686237787832175,-0.04044024224826559,-0.03319681110507844,29.1728437529287,-468.34743302020905,2.9465614318895508,0.9406082819528468,0.020845221462007513,0,-0.00010457329429724302
TLT,day_450,-0.02194236722885079,-0.015396380302001966,0.060527336923557495,57.13464120457604,-432.899092770838,88.16008899541781,0.9813547511834413,0.019148943742840045,1,0.010272971827598959
TLT,day_50,-0.018571760707875806,-0.017267768692708074,-0.06378534889426957,47.20619590732852,-372.6490178382768,48.77149858284535,1.3124513257591848,0.018810983452532088,-1,-0.030306636682635293
TLT,day_100,-0.03918264473836919,-0.05361995207396897,0.011510092935252292,56.84428922581554,-335.07748738450556,60.24686609305851,1.1722606041440673,0.021114168113879426,-1,-0.038274948012916414
TLT,day_150,-0.009777670460779708,-0.019084408151164856,-0.11735136948043723,13.809725428851024,-255.63703049632468,13.885128347791573,1.080292779996931,0.022013319475658256,-1,-0.045826290690801214
TLT,day_200,0.031764792715471835,0.05149963448656503,0.022534056634143207,54.46578459665368,-212.3826729507514,81.7330093232239,1.051100243398961,0.020629237751986048,1,0.09934384071509299
TLT,day_250,0.010361756428201252,-0.0274557296232788,-0.04911309805767117,45.74967490257314,-206.92841741489238,45.622430176121995,1.0572781374570475,0.02400324301177204,-1,-0.022654929889247406
TLT,day_300,-0.001436143924508193,0.07023739057298517,-0.04332281814098293,48.0323362249929,-206.69628588347797,67.71651945356109,0.9115356997246166,0.023752313604847954,-1,-0.04151503505671736
TLT,day_350,-0.015782568036634248,-0.062033099364777966,-0.08711361900726888,38.25399141561504,-181.6756272097968,24.528189496265146,1.0931545463806447,0.022652869572951935,1,0.04577978562149801
TLT,day_400,-0.034525151084596084,-0.10270255225756098,-0.014007431826716377,46.694444444064075,-160.22361628169898,17.588815947588124,0.8696524908301235,0.02277477552760004,-1,-0.019898631362959683
TLT,day_450,0.01661584271744254,0.015279763764618703,0.09401581505469503,53.49907697992915,-180.78036078762173,54.91582517855294,0.8256469232637306,0.025075560509900067,1,0.016485292534412773
TLT,day_50,0.02574782252079988,0.036418624492081886,0.12009974265493817,68.46985491050664,-400.75450193954924,77.28515672775785,0.923272409634522,0.023774161689654388,0,-0.0060766981145998124
TLT,day_100,-0.02203539430542345,-0.005210454133415809,0.044479301036573604,67.45607048782443,-514.2126531621627,74.08237105268913,1.2365393944403762,0.026269591416335104,-1,-0.05938683278077931
TLT,day_150,-0.02911499875823831,0.02713913342023644,-0.16083217319102638,42.26966429446962,-449.0662062027136,41.836171904513634,1.0305074226786615,0.030412560892872947,-1,-0.04751539803295793
TLT,day_200,-0.03964235824494544,-0.06121130432632704,-0.23656041725927557,27.19433688069286,-313.9125036556522,16.432308891718154,1.2724235949625173,0.02598429955592595,-1,-0.030374138567821115
TLT,day_250,-0.015952409800835676,-0.03683936098683671,0.021234341717869976,60.537659336191304,-288.2475795530224,64.20590027279698,1.009650080779497,0.025663309499739915,-1,-0.02886341640266002
TLT,day_300,-0.0006668594636184411,-0.022410784358843028,0.09390239049296789,59.21350961520366,-270.51739025793455,60.802292549228866,1.0607417245064417,0.023193385241428718,-1,-0.014832099407385202
TLT,day_350,0.011688918763121725,0.05771295071001448,-0.05357895085055253,41.62903419904249,-229.7375183922882,38.2366139852965,0.9407820568489704,0.029944193983564318,-1,-0.035039821886996836
TLT,day_400,-0.035815493414297794,-0.05516343726995532,0.040354384062496695,60.007584563693634,-233.429297678124,56.290283908380744,0.8212487583044505,0.024469143188942527,1,0.1662707240220242
TLT,day_450,0.007374558178901536,-0.04053123726776686,-0.0967067809476464,26.559256183312073,-283.7611798753187,17.470514436026072,0.940709532231875,0.028475633723409575,-1,-0.019726049629830777
TLT,day_50,-0.0029443180584055595,0.04480739270267464,0.0556965401539391,73.34627033718806,-280.9896716454712,122.30216562082961,1.3542759354052614,0.012199543777342853,-1,-0.01539881905506425
TLT,day_100,0.004991600826077303,0.013702723728414412,-0.1846918941024862,7.603702569100534,-273.8682255270425,21.567278325625256,0.8422099889971959,0.014442136265435465,1,0.015118557297796171
TLT,day_150,-0.007863086998890711,0.004500262890178464,-0.026281634068409332,30.89438418452096,-250.64900100200867,44.96776191567607,1.1957964843726288,0.012397410582342209,-1,-0.04651275506706906
TLT,day_200,0.0016642967734741276,0.009931361832765218,-0.09157017174077886,56.15627257985046,-208.7290883810846,56.35495031987519,1.4249434761957769,0.01427800685363229,-1,-0.014267986681793732
TLT,day_250,-0.0016484850781528504,-0.008714680954547527,-0.00012743710525109364,44.223053276027784,-188.84979699033835,34.92388376641853,0.7522362890220723,0.013682075822630275,1,0.03056457310799087
TLT,day_300,-0.009293044505645276,0.021924967516058214,0.038444580359187075,43.11435788802317,-194.12344219090568,64.77218620934124,0.8211611702653394,0.01418451055401518,-1,-0.030561421316972936
TLT,day_350,-0.014539859985127856,-0.05863498011133095,-0.06548632599938498,38.64153594384282,-175.16848183435,-8.704890283366886,1.0725099423431628,0.015222761123454756,0,-0.006078366971470278
TLT,day_400,-0.0072004566293975,-0.020402529726086138,-0.0077809629065097585,48.9076904060877,-168.89062530309837,56.91794512251654,0.7758122026853889,0.013649169264479224,1,0.037124701167237366
TLT,day_450,-0.026925157354440343,-0.06613945783390018,-0.06449003876151715,52.40279079578936,-154.38139550349376,24.564303825940204,0.7136789898795294,0.01546491712366301,0,0.004777888900974715
TLT,day_50,-0.004850273789603121,0.01126997155565368,0.06605743760344307,62.2786136041934,-519.9538270620926,86.30403229612573,0.7864339336897063,0.015368212757577843,0,0.004572207258896026
TLT,day_100,0.02812960754966287,0.028539854016127686,-0.025061502857277818,40.60085146912501,-497.55492441361133,41.15839656311056,0.5018864747703207,0.0133171594362482,-1,-0.034776508264612795
TLT,day_150,-0.0016776148682365877,-0.006974127317201595,-0.019587524072905427,51.792773247704815,-457.11654237072304,44.74360652049932,1.407200837148469,0.015090671124181896,1,0.04297031819341775
TLT,day_200,-0.023328777460555616,0.010098894464944719,-0.0005816780687575296,58.30251521715318,-502.775135135479,91.27242538601429,1.3269971873803252,0.011787025537803659,-1,-0.028829799437460172
TLT,day_250,0.01864211286212014,0.06944511690976984,0.003286045067258714,48.22855374390145,-467.30800515736763,52.45497135360458,1.1191762846666762,0.014031923766891637,1,0.06591561947694285
TLT,day_300,0.01729322233790609,0.010100486825167732,-0.04059200110340544,35.63961018405038,-456.5458281948179,23.12595565702498,0.9236793943310686,0.016417978588472756,1,0.0343514563243449
TLT,day_350,-0.00393651179728427,0.0009561782303242339,-0.08732858280323907,39.44906517271479,-453.9908296770313,32.362462295819434,1.0656361535804793,0.014565320755306374,-1,-0.020782610697880656
TLT,day_400,0.008261443012614222,-0.03585377375069554,0.06372537268279754,57.047225065100214,-491.88603696097226,60.59989346909288,1.2803818244523197,0.014859851841861376,0,0.007646724449711724
TLT,day_450,-0.005362506630622321,0.020429102646950525,0.030696884785834655,44.8475279661914,-515.0298946437592,58.110224355314124,0.8470474796933467,0.01531548953014516,0,-0.0007199704637344719
TLT,day_50,0.010949559870739867,0.05055493096888686,0.14329516776591356,97.5301459284313,-259.90079154923137,94.86221312941834,1.0815193400421876,0.011949611800757421,0,-0.0010643026736449018
TLT,day_100,0.001738390824652214,-0.012699024585128171,-0.0019421281293005022,40.10722483985179,-304.6625323837339,37.681174182573216,1.0498315296356746,0.009658538822162274,1,0.044112489105905935
TLT,day_150,-0.01411520477886008,0.03327877712021299,0.08152116668816878,61.759062775795734,-356.050492373371,98.75575827650613,0.9411119224798562,0.012931361004664106,0,-0.007345358452924871
TLT,day_200,-0.00020989272839677664,0.004452825252740933,-0.004573860028566079,61.86980936172116,-366.49888505194957,59.94739017422961,1.3298687754401333,0.012340840052154647,0,-0.0069925062962308245
TLT,day_250,0.003948870762059409,0.0033446598007891293,-0.008739650011469369,50.79274866235832,-336.00765659495835,65.7067352875448,1.0066955118739083,0.011574687613080467,0,0.0070868234619325225
TLT,day_300,-0.010071268352798923,-0.018453710505526244,-0.1099182293099118,24.68575571785182,-315.70563526619117,22.178219114981363,1.048328529811576,0.011462263448757276,1,0.013110886257242691
